user_played,instrument_name,velocity,pitch,start (s),end (s)
False,piano,96,69,0.0,0.18637105357142858
False,piano,96,64,0.19704428571428573,0.2947454107142857
True,piano,96,65,0.39408857142857145,0.580459625
False,piano,96,62,0.5911328571428571,0.6888339821428571
True,piano,96,64,0.7881771428571428,0.9745481964285714
False,piano,96,69,0.9852214285714285,1.1715924821428572
True,piano,96,62,1.1822657142857143,1.230705767857143
True,piano,96,64,1.2315267857142858,1.2775037857142857
False,piano,96,62,1.280787857142857,1.373562875
True,piano,96,60,1.37931,1.37931
False,piano,96,68,1.5763542857142858,1.7627253392857143
False,piano,96,64,1.7733985714285714,1.8710996964285713
True,piano,96,65,1.970442857142857,2.1568139107142854
False,piano,96,63,2.1674871428571425,2.2651882678571424
False,piano,96,64,2.364531428571428,2.457306446428571
True,piano,96,69,2.463053571428571,2.555828589285714
False,piano,96,72,2.561575714285714,2.659276839285714
True,piano,96,71,2.7586199999999996,2.8563211249999996
True,piano,96,69,2.955664285714285,3.048439303571428
False,piano,96,68,3.054186428571428,3.146961446428571
True,piano,96,69,3.152708571428571,3.3390796249999997
False,piano,96,64,3.3497528571428568,3.4474539821428567
False,piano,96,76,3.5467971428571423,3.733168196428571
False,piano,96,79,3.743841428571428,3.9302124821428563
True,piano,96,74,3.9408857142857134,4.127256767857142
True,piano,96,76,4.13793,4.230705017857143
False,piano,96,74,4.236452142857143,4.422823196428571
True,piano,96,76,4.433496428571429,4.526271446428572
True,piano,96,74,4.532018571428572,4.9055816964285714
False,piano,96,72,4.926107142857143,5.018882160714286
False,piano,96,71,5.024629285714286,5.117404303571429
False,piano,96,69,5.123151428571429,5.3095224821428575
True,piano,96,68,5.320195714285715,5.412970732142858
True,piano,96,65,5.418717857142858,5.511492875000001
False,piano,96,64,5.517240000000001,5.7036110535714295
True,piano,96,77,5.714284285714287,5.9006553392857155
False,piano,96,76,5.911328571428573,6.2848916964285735
False,piano,96,69,6.305417142857145,6.4917881964285735
False,piano,96,64,6.502461428571431,6.6001625535714314
True,piano,96,65,6.699505714285717,6.8858767678571455
False,piano,96,62,6.896550000000003,6.9942511250000035
False,piano,96,64,7.093594285714289,7.2799653392857175
False,piano,96,69,7.290638571428575,7.4770096250000035
False,piano,96,62,7.487682857142861,7.5361229107142895
True,piano,96,64,7.536943928571432,7.582920928571432
True,piano,96,62,7.586205000000003,7.678980017857146
True,piano,96,60,7.684727142857146,7.684727142857146
False,piano,96,68,7.881771428571432,8.06814248214286
False,piano,96,64,8.078815714285717,8.176516839285718
True,piano,96,65,8.275860000000003,8.462231053571433
False,piano,96,63,8.47290428571429,8.57060541071429
True,piano,96,64,8.669948571428575,8.762723589285718
False,piano,96,69,8.768470714285717,8.86124573214286
False,piano,96,72,8.86699285714286,8.96469398214286
True,piano,96,71,9.064037142857146,9.161738267857146
False,piano,96,69,9.261081428571432,9.353856446428575
False,piano,96,68,9.359603571428574,9.452378589285717
True,piano,96,69,9.458125714285716,9.644496767857145
False,piano,96,64,9.655170000000002,9.752871125000002
True,piano,96,76,9.852214285714288,10.038585339285717
True,piano,96,79,10.049258571428574,10.235629625000003
False,piano,96,74,10.24630285714286,10.43267391071429
True,piano,96,76,10.443347142857146,10.536122160714289
False,piano,96,74,10.541869285714288,10.728240339285717
False,piano,96,76,10.738913571428574,10.831688589285717
False,piano,96,74,10.837435714285716,11.210998839285716
False,piano,96,72,11.231524285714288,11.324299303571431
False,piano,96,71,11.33004642857143,11.422821446428573
False,piano,96,69,11.428568571428572,11.614939625000002
True,piano,96,68,11.625612857142858,11.718387875000001
False,piano,96,65,11.724135,11.816910017857143
True,piano,96,64,11.822657142857143,12.009028196428572
False,piano,96,77,12.019701428571429,12.206072482142858
True,piano,96,76,12.216745714285715,12.590308839285715
False,piano,96,69,12.610834285714287,12.797205339285716
True,piano,96,64,12.807878571428573,12.905579696428573
False,piano,96,65,13.004922857142859,13.191293910714288
False,piano,96,62,13.201967142857145,13.299668267857145
False,piano,96,64,13.39901142857143,13.58538248214286
False,piano,96,69,13.596055714285717,13.782426767857146
False,piano,96,62,13.793100000000003,13.841540053571432
False,piano,96,64,13.842361071428575,13.888338071428576
True,piano,96,62,13.891622142857148,13.984397160714291
False,piano,96,60,13.99014428571429,13.99014428571429
False,piano,96,68,14.187188571428576,14.373559625000006
True,piano,96,64,14.384232857142862,14.481933982142863
False,piano,96,65,14.581277142857148,14.767648196428578
False,piano,96,63,14.778321428571434,14.876022553571435
False,piano,96,64,14.97536571428572,15.068140732142863
True,piano,96,69,15.073887857142863,15.166662875000005
False,piano,96,72,15.172410000000005,15.270111125000005
False,piano,96,71,15.36945428571429,15.467155410714291
True,piano,96,69,15.566498571428577,15.65927358928572
True,piano,96,68,15.665020714285719,15.757795732142862
True,piano,96,69,15.76354285714286,15.94991391071429
False,piano,96,64,15.960587142857147,16.058288267857147
False,piano,96,76,16.157631428571435,16.344002482142862
False,piano,96,79,16.35467571428572,16.541046767857146
False,piano,96,74,16.551720000000003,16.73809105357143
False,piano,96,76,16.748764285714287,16.84153930357143
False,piano,96,74,16.84728642857143,17.033657482142857
True,piano,96,76,17.044330714285714,17.137105732142857
False,piano,96,74,17.142852857142856,17.516415982142856
False,piano,96,72,17.536941428571428,17.62971644642857
False,piano,96,71,17.63546357142857,17.728238589285713
False,piano,96,69,17.733985714285712,17.92035676785714
False,piano,96,68,17.931029999999996,18.02380501785714
False,piano,96,65,18.02955214285714,18.12232716071428
True,piano,96,64,18.12807428571428,18.314445339285708
False,piano,96,77,18.325118571428565,18.511489624999992
False,piano,96,76,18.52216285714285,18.89572598214285
False,piano,64,69,18.91625142857142,19.10262248214285
False,piano,64,72,19.113295714285705,19.299666767857133
True,piano,64,76,19.31033999999999,19.496711053571417
False,piano,64,81,19.507384285714274,19.6937553392857
True,piano,64,84,19.704428571428558,19.890799624999985
False,piano,64,88,19.901472857142842,20.08784391071427
True,piano,64,93,20.098517142857126,20.284888196428554
False,piano,64,96,20.29556142857141,20.481932482142838
True,piano,96,69,20.492605714285695,20.678976767857122
True,piano,96,64,20.68964999999998,20.876021053571407
True,piano,96,77,20.886694285714263,21.07306533928569
True,piano,96,64,21.083738571428547,21.270109624999975
False,piano,96,69,21.28078285714283,21.46715391071426
True,piano,96,64,21.477827142857116,21.664198196428543
False,piano,96,76,21.6748714285714,21.861242482142828
True,piano,96,72,21.871915714285684,22.058286767857112
True,piano,96,69,22.06895999999997,22.255331053571396
True,piano,96,64,22.266004285714253,22.45237533928568
False,piano,96,77,22.463048571428537,22.649419624999965
False,piano,96,64,22.66009285714282,22.84646391071425
False,piano,96,69,22.857137142857106,23.043508196428533
False,piano,96,64,23.05418142857139,23.240552482142817
True,piano,96,76,23.251225714285674,23.4375967678571
True,piano,96,74,23.448269999999958,23.5410450178571
False,piano,96,72,23.5467921428571,23.639567160714243
True,piano,96,69,23.645314285714242,23.83168533928567
False,piano,96,64,23.842358571428527,24.028729624999954
False,piano,96,77,24.03940285714281,24.22577391071424
False,piano,96,64,24.236447142857095,24.422818196428523
True,piano,96,69,24.43349142857138,24.619862482142807
False,piano,96,64,24.630535714285664,24.81690676785709
False,piano,96,76,24.827579999999948,25.013951053571375
True,piano,96,72,25.024624285714232,25.21099533928566
True,piano,96,69,25.221668571428516,25.408039624999944
True,piano,96,64,25.4187128571428,25.605083910714228
False,piano,96,72,25.615757142857085,25.802128196428512
True,piano,96,71,25.81280142857137,25.999172482142797
False,piano,96,69,26.009845714285653,26.19621676785708
True,piano,96,68,26.206889999999937,26.393261053571365
False,piano,96,64,26.40393428571422,26.59030533928565
True,piano,96,68,26.600978571428506,26.787349624999933
False,piano,96,69,26.79802285714279,26.984393910714218
True,piano,96,64,26.995067142857074,27.181438196428502
False,piano,96,77,27.19211142857136,27.378482482142786
True,piano,96,64,27.389155714285643,27.57552676785707
True,piano,96,69,27.586199999999927,27.772571053571355
True,piano,96,64,27.78324428571421,27.96961533928564
False,piano,96,76,27.980288571428495,28.166659624999923
False,piano,96,72,28.17733285714278,28.363703910714207
False,piano,96,69,28.374377142857064,28.56074819642849
True,piano,96,64,28.571421428571348,28.757792482142776
True,piano,96,77,28.768465714285632,28.95483676785706
False,piano,96,64,28.965509999999917,29.151881053571344
False,piano,96,69,29.1625542857142,29.34892533928563
False,piano,96,64,29.359598571428485,29.545969624999913
False,piano,96,76,29.55664285714277,29.743013910714197
False,piano,96,74,29.753687142857054,29.846462160714196
True,piano,96,72,29.852209285714196,29.94498430357134
False,piano,96,69,29.950731428571338,30.137102482142765
False,piano,96,64,30.147775714285622,30.33414676785705
False,piano,96,77,30.344819999999906,30.531191053571334
