user_played, instrument_name, velocity, pitch, start (s), end (s)
True,piano,80,40,0.0,0.3744519041666667
True,piano,80,52,0.0,0.3744519041666667
False,piano,80,83,0.394737,0.5191888041666667
False,piano,80,95,0.394737,0.5191888041666667
False,piano,80,81,0.657895,0.7823468041666667
False,piano,80,93,0.657895,0.7823468041666667
False,piano,80,79,1.184211,1.3086628041666666
False,piano,80,91,1.184211,1.3086628041666666
False,piano,80,78,1.447369,1.5718208041666666
False,piano,80,90,1.447369,1.5718208041666666
True,piano,80,64,1.578948,1.7033998041666667
False,piano,80,79,1.973685,2.098136804166667
False,piano,80,91,1.973685,2.098136804166667
True,piano,80,59,1.973685,2.098136804166667
False,piano,80,78,2.236843,2.3612948041666666
False,piano,80,90,2.236843,2.3612948041666666
False,piano,80,79,2.368422,2.4928738041666665
False,piano,80,91,2.368422,2.4928738041666665
True,piano,80,60,2.368422,2.4928738041666665
False,piano,80,78,2.63158,2.7560318041666667
False,piano,80,90,2.63158,2.7560318041666667
True,piano,80,38,2.63158,3.1310319541666667
True,piano,80,45,2.63158,3.1310319541666667
True,piano,80,50,2.63158,3.1310319541666667
False,piano,80,76,2.763159,2.8876108041666666
False,piano,80,88,2.763159,2.8876108041666666
True,piano,80,40,3.157896,3.5323479041666666
True,piano,80,52,3.157896,3.5323479041666666
False,piano,80,83,3.552633,3.677084804166667
False,piano,80,95,3.552633,3.677084804166667
False,piano,80,81,3.815791,3.9402428041666666
False,piano,80,93,3.815791,3.9402428041666666
False,piano,80,79,4.342107,4.466558804166667
False,piano,80,91,4.342107,4.466558804166667
False,piano,80,78,4.605265,4.729716804166666
False,piano,80,90,4.605265,4.729716804166666
True,piano,80,64,4.736844,4.861295804166667
False,piano,80,79,5.131581,5.256032804166667
False,piano,80,91,5.131581,5.256032804166667
True,piano,80,59,5.131581,5.256032804166667
False,piano,80,78,5.394739,5.519190804166667
False,piano,80,90,5.394739,5.519190804166667
False,piano,80,79,5.526318,5.650769804166667
False,piano,80,91,5.526318,5.650769804166667
True,piano,80,60,5.526318,5.650769804166667
False,piano,80,78,5.789476,5.913927804166667
False,piano,80,90,5.789476,5.913927804166667
True,piano,80,38,5.789476,6.288927954166667
True,piano,80,45,5.789476,6.288927954166667
True,piano,80,50,5.789476,6.288927954166667
False,piano,80,76,5.921055,6.045506804166667
False,piano,80,88,5.921055,6.045506804166667
True,piano,80,40,6.315792,6.690243904166667
True,piano,80,52,6.315792,6.690243904166667
False,piano,80,83,6.710529,6.834980804166666
False,piano,80,95,6.710529,6.834980804166666
False,piano,80,81,6.973687,7.098138804166667
False,piano,80,93,6.973687,7.098138804166667
False,piano,80,79,7.500003,7.624454804166667
False,piano,80,91,7.500003,7.624454804166667
False,piano,80,78,7.763161,7.887612804166666
False,piano,80,90,7.763161,7.887612804166666
True,piano,80,64,7.89474,8.019191804166667
False,piano,80,79,8.289477,8.413928804166666
False,piano,80,91,8.289477,8.413928804166666
True,piano,80,59,8.289477,8.413928804166666
False,piano,80,78,8.552635,8.677086804166667
False,piano,80,90,8.552635,8.677086804166667
False,piano,80,79,8.684214,8.808665804166667
False,piano,80,91,8.684214,8.808665804166667
True,piano,80,60,8.684214,8.808665804166667
False,piano,80,78,8.947372,9.071823804166666
False,piano,80,90,8.947372,9.071823804166666
True,piano,80,38,8.947372,9.446823954166666
True,piano,80,45,8.947372,9.446823954166666
True,piano,80,50,8.947372,9.446823954166666
False,piano,80,76,9.078951,9.203402804166666
False,piano,80,88,9.078951,9.203402804166666
True,piano,80,40,9.473688,9.848139904166667
True,piano,80,52,9.473688,9.848139904166667
False,piano,80,83,9.868425,9.992876804166666
False,piano,80,95,9.868425,9.992876804166666
False,piano,80,81,10.131583000000001,10.256034804166667
False,piano,80,93,10.131583000000001,10.256034804166667
False,piano,80,79,10.657899,10.782350804166667
False,piano,80,91,10.657899,10.782350804166667
False,piano,80,78,10.921057,11.045508804166667
False,piano,80,90,10.921057,11.045508804166667
True,piano,80,64,11.052636,11.177087804166666
False,piano,80,79,11.447373,11.571824804166667
False,piano,80,91,11.447373,11.571824804166667
True,piano,80,59,11.447373,11.571824804166667
False,piano,80,78,11.710531,11.834982804166666
False,piano,80,90,11.710531,11.834982804166666
False,piano,80,79,11.84211,11.966561804166666
False,piano,80,91,11.84211,11.966561804166666
True,piano,80,60,11.84211,11.966561804166666
False,piano,80,78,12.105268,12.229719804166667
False,piano,80,90,12.105268,12.229719804166667
True,piano,80,38,12.105268,12.604719954166667
True,piano,80,45,12.105268,12.604719954166667
True,piano,80,50,12.105268,12.604719954166667
False,piano,80,76,12.236847000000001,12.361298804166667
False,piano,80,88,12.236847000000001,12.361298804166667
False,piano,80,71,12.631584,13.006035904166668
True,piano,80,40,12.631584,13.006035904166668
True,piano,80,47,12.631584,13.006035904166668
True,piano,80,52,12.631584,13.006035904166668
True,piano,80,40,13.289479,13.413930804166666
False,piano,80,67,13.421058,13.670509854166667
True,piano,80,47,13.421058,13.670509854166667
True,piano,80,52,13.421058,13.670509854166667
False,piano,80,69,13.684216,13.808667804166667
True,piano,80,40,13.815795,14.065246854166666
False,piano,80,69,14.210532,14.459983854166667
False,piano,80,69,14.47369,14.598141804166668
False,piano,80,67,14.605269,14.854720854166667
True,piano,80,40,14.605269,14.854720854166667
False,piano,80,69,14.868427,14.992878804166667
True,piano,80,52,15.000006,15.249457854166666
False,piano,80,67,15.263164,15.387615804166666
True,piano,80,38,15.263164,15.762615954166666
True,piano,80,45,15.263164,15.762615954166666
True,piano,80,50,15.263164,15.762615954166666
False,piano,80,69,15.394743,15.644194854166667
False,piano,80,67,15.657901,15.782352804166667
False,piano,80,69,15.78948,16.163931904166667
True,piano,80,40,15.78948,16.163931904166667
True,piano,80,47,15.78948,16.163931904166667
True,piano,80,52,15.78948,16.163931904166667
False,piano,80,69,16.184217,16.433668854166665
False,piano,80,67,16.447375,16.571826804166665
True,piano,80,40,16.447375,16.571826804166665
False,piano,80,69,16.578954,16.828405854166668
True,piano,80,47,16.578954,16.828405854166668
True,piano,80,52,16.578954,16.828405854166668
False,piano,80,71,16.842112,16.966563804166668
False,piano,80,67,16.973691,17.098142804166667
True,piano,80,40,16.973691,17.223142854166667
False,piano,80,66,17.236849,17.361300804166667
False,piano,80,64,17.368428,17.742879904166667
True,piano,80,40,17.763165,18.012616854166666
False,piano,80,62,18.157902,18.407353854166665
True,piano,80,52,18.157902,18.407353854166665
False,piano,80,64,18.42106,18.545511804166665
True,piano,80,38,18.42106,18.920511954166667
True,piano,80,45,18.42106,18.920511954166667
True,piano,80,50,18.42106,18.920511954166667
False,piano,80,71,18.552639,18.677090804166667
False,piano,80,71,18.684218,18.808669804166666
False,piano,80,71,18.815797,18.940248804166668
False,piano,80,76,18.947376,19.321827904166668
True,piano,80,40,18.947376,19.321827904166668
True,piano,80,47,18.947376,19.321827904166668
True,piano,80,52,18.947376,19.321827904166668
False,piano,80,71,19.342113,19.466564804166666
False,piano,80,71,19.473692,19.598143804166668
False,piano,80,71,19.605271,19.729722804166666
True,piano,80,40,19.605271,19.729722804166666
False,piano,80,64,19.73685,20.111301904166666
True,piano,80,47,19.73685,19.986301854166665
True,piano,80,52,19.73685,19.986301854166665
False,piano,80,71,20.131587,20.256038804166668
True,piano,80,40,20.131587,20.38103885416667
False,piano,80,71,20.263166000000002,20.387617804166666
False,piano,80,71,20.394745,20.51919680416667
False,piano,80,71,20.526324,20.650775804166667
False,piano,80,71,20.657903,20.782354804166665
False,piano,80,67,20.789482,20.913933804166668
False,piano,80,71,20.921061,21.045512804166666
True,piano,80,40,20.921061,21.170512854166667
False,piano,80,71,21.05264,21.17709180416667
False,piano,80,67,21.184219,21.308670804166667
False,piano,80,76,21.315798,21.440249804166665
True,piano,80,52,21.315798,21.565249854166666
True,piano,80,38,21.578956,22.078407954166668
True,piano,80,45,21.578956,22.078407954166668
True,piano,80,50,21.578956,22.078407954166668
False,piano,80,71,21.710535,21.834986804166668
False,piano,80,71,21.842114,21.966565804166667
False,piano,80,67,21.973693,22.098144804166665
False,piano,80,76,22.105272,22.479723904166665
True,piano,80,40,22.105272,22.479723904166665
True,piano,80,47,22.105272,22.479723904166665
True,piano,80,52,22.105272,22.479723904166665
False,piano,80,71,22.500009,22.624460804166667
False,piano,80,71,22.631588,22.756039804166665
False,piano,80,71,22.763167,22.887618804166667
True,piano,80,40,22.763167,22.887618804166667
False,piano,80,64,22.894746,23.019197804166666
True,piano,80,47,22.894746,23.144197854166666
True,piano,80,52,22.894746,23.144197854166666
False,piano,80,71,23.289483,23.413934804166665
True,piano,80,40,23.289483,23.538934854166666
False,piano,80,69,23.421062,23.545513804166667
False,piano,80,67,23.552641,23.677092804166666
False,piano,80,71,23.68422,23.808671804166668
False,piano,80,69,23.815799,23.940250804166666
False,piano,80,67,23.947378,24.07182980416667
False,piano,80,71,24.078957,24.203408804166667
True,piano,80,40,24.078957,24.328408854166668
False,piano,80,69,24.210536,24.334987804166666
False,piano,80,67,24.342115,24.466566804166668
False,piano,80,71,24.473694000000002,24.598145804166666
True,piano,80,52,24.473694000000002,24.723145854166667
False,piano,80,64,24.736852,24.861303804166667
True,piano,80,38,24.736852,25.236303954166665
True,piano,80,45,24.736852,25.236303954166665
True,piano,80,50,24.736852,25.236303954166665
False,piano,80,76,24.868431,25.117882854166666
False,piano,80,71,25.263168,25.512619854166665
True,piano,80,40,25.263168,25.637619904166666
True,piano,80,47,25.263168,25.637619904166666
True,piano,80,52,25.263168,25.637619904166666
False,piano,80,71,25.526326,25.650777804166665
False,piano,80,71,25.657905,25.907356854166668
False,piano,80,74,25.921063,26.045514804166668
True,piano,80,40,25.921063,26.045514804166668
False,piano,80,69,26.052642,26.302093854166667
True,piano,80,47,26.052642,26.302093854166667
True,piano,80,52,26.052642,26.302093854166667
False,piano,80,67,26.3158,26.690251904166665
True,piano,80,40,26.447379,26.696830854166667
False,piano,80,67,26.710537,26.834988804166667
False,piano,80,67,26.842116,27.091567854166666
False,piano,80,67,27.105274,27.229725804166666
False,piano,80,67,27.236853,27.486304854166665
True,piano,80,40,27.236853,27.486304854166665
False,piano,80,69,27.500011,27.999462954166667
True,piano,80,52,27.63159,27.881041854166668
True,piano,80,38,27.894748,28.394199954166666
True,piano,80,45,27.894748,28.394199954166666
True,piano,80,50,27.894748,28.394199954166666
False,piano,80,67,28.026327,28.275778854166667
False,piano,80,69,28.289485,28.413936804166667
False,piano,80,71,28.421064,28.670515854166666
True,piano,80,40,28.421064,28.795515904166667
True,piano,80,47,28.421064,28.795515904166667
True,piano,80,52,28.421064,28.795515904166667
False,piano,80,71,28.684222,28.808673804166666
False,piano,80,71,28.815801,29.065252854166665
False,piano,80,74,29.078959,29.203410804166666
True,piano,80,40,29.078959,29.203410804166666
False,piano,80,69,29.210538,29.45998985416667
True,piano,80,47,29.210538,29.45998985416667
True,piano,80,52,29.210538,29.45998985416667
False,piano,80,67,29.473696,29.59814780416667
True,piano,80,40,29.605275,29.854726854166667
False,piano,80,71,29.868433,29.992884804166668
False,piano,80,79,30.000012,30.249463854166667
False,piano,80,78,30.26317,30.387621804166667
False,piano,80,76,30.394749,30.644200854166666
True,piano,80,40,30.394749,30.644200854166666
False,piano,80,76,30.657907,31.157358954166668
True,piano,80,52,30.789486,31.038937854166665
True,piano,80,38,31.052644,31.552095954166667
True,piano,80,45,31.052644,31.552095954166667
True,piano,80,50,31.052644,31.552095954166667
False,piano,80,71,31.184223,31.308674804166667
False,piano,80,71,31.315802,31.440253804166666
False,piano,80,76,31.447381,31.946832954166666
True,piano,80,40,31.57896,31.953411904166668
True,piano,80,47,31.57896,31.953411904166668
True,piano,80,52,31.57896,31.953411904166668
False,piano,80,74,31.973697,32.09814880416667
False,piano,80,74,32.105276,32.229727804166664
False,piano,80,74,32.236855,32.36130680416667
True,piano,80,40,32.236855,32.36130680416667
False,piano,80,74,32.368434,32.49288580416667
True,piano,80,47,32.368434,32.617885854166666
True,piano,80,52,32.368434,32.617885854166666
False,piano,80,71,32.500013,32.624464804166664
False,piano,80,74,32.763171,32.88762280416667
True,piano,80,40,32.763171,33.012622854166665
False,piano,80,71,32.89475,33.14420185416667
False,piano,80,74,33.157908,33.28235980416667
False,piano,80,71,33.289487,33.41393880416667
False,piano,80,71,33.421066,33.545517804166664
False,piano,80,74,33.552645,33.677096804166666
True,piano,80,40,33.552645,33.80209685416666
False,piano,80,71,33.684224,33.80867580416667
False,piano,80,71,33.815803,33.94025480416666
False,piano,80,76,33.947382,34.071833804166666
True,piano,80,52,33.947382,34.19683385416667
True,piano,80,38,34.21054,34.70999195416667
True,piano,80,45,34.21054,34.70999195416667
True,piano,80,50,34.21054,34.70999195416667
False,piano,80,74,34.342119,34.466570804166665
False,piano,80,74,34.473698,34.723149854166664
False,piano,80,76,34.736856,34.98630785416667
True,piano,80,40,34.736856,35.111307904166665
True,piano,80,47,34.736856,35.111307904166665
True,piano,80,52,34.736856,35.111307904166665
False,piano,80,74,35.131593,35.25604480416667
False,piano,80,74,35.263172,35.387623804166665
False,piano,80,74,35.394751,35.51920280416667
False,piano,80,71,35.52633,35.65078180416667
False,piano,80,74,35.921067,36.04551880416667
False,piano,80,71,36.052646,36.177097804166664
False,piano,80,71,36.184225,36.308676804166666
False,piano,80,74,36.315804,36.44025580416667
True,piano,80,40,36.315804,36.565255854166665
True,piano,80,52,36.315804,36.565255854166665
False,piano,80,71,36.447383,36.57183480416667
False,piano,80,71,36.578962,36.703413804166665
False,piano,80,74,36.710541,36.83499280416667
True,piano,80,40,36.710541,36.959992854166664
True,piano,80,52,36.710541,36.959992854166664
False,piano,80,71,36.84212,36.96657180416667
False,piano,80,71,36.973699,37.098150804166664
False,piano,80,76,37.105278,37.229729804166666
True,piano,80,40,37.105278,37.35472985416666
True,piano,80,52,37.105278,37.35472985416666
False,piano,80,71,37.500015,37.624466804166666
